glucose_uptake,oxygen_uptake,ammonia_uptake,phosphate_uptake,Biomass_Ecoli_core_flux
7.39,10.22,0.6,5.26,0.11003521126760538
5.62,8.34,2.82,1.81,0.36277086968331207
4.61,8.49,4.43,4.66,0.32094037084515753
6.78,7.43,4.28,5.06,0.3708950306944345
2.19,18.66,5.21,5.55,0.15801983777886136
1.77,18.81,0.76,3.44,0.1195206443013174
5.56,9.77,6.77,0.13,0.035338570690735385
5.25,5.51,5.97,0.35,0.09514230570581995
8.33,20.97,6.68,1.0,0.2718351591594846
6.34,0.46,6.8,4.37,0.11674136526479209
5.36,18.29,0.85,3.22,0.15588321596244156
2.98,24.32,6.87,4.43,0.2304349874151935
9.34,8.74,7.22,2.02,0.4966570431466067
7.35,18.44,0.24,2.23,0.04401408450704202
7.93,5.11,3.93,3.68,0.3325578265726163
1.69,19.49,2.46,1.35,0.11218746459130892
5.63,10.32,7.37,5.29,0.4097773184453867
4.89,9.05,2.67,1.68,0.3466502884969035
5.49,20.14,2.55,1.22,0.33163889417457976
4.81,1.82,5.64,3.16,0.1190950218225494
5.01,7.58,7.25,0.63,0.17125615027047733
8.71,9.48,7.06,4.4,0.5002316739915008
1.13,20.81,5.49,0.29,0.060467937387402776
1.42,15.93,5.33,4.51,0.08742224412794462
7.23,16.52,6.15,3.49,0.62001015950939
2.68,22.82,0.24,2.26,0.04401408450704229
7.32,10.74,0.3,0.49,0.055017605633802834
6.52,24.13,4.46,3.09,0.5549281895830654
3.25,6.49,0.27,1.71,0.04951584507042284
4.55,5.03,0.79,4.33,0.14487969483568083
8.96,23.43,4.98,0.41,0.11145241525538957
7.43,2.84,5.39,4.7,0.23561486647014093
7.29,23.8,5.93,4.19,0.6255100442918956
2.69,23.13,1.52,5.44,0.20385221096641387
3.2,3.34,6.63,0.11,0.029901867507546784
8.34,6.63,7.09,4.18,0.3955924801682463
6.7,9.2,0.57,5.0,0.10453345070422555
1.79,9.37,4.84,2.95,0.12135393922881961
2.07,3.6,1.07,5.19,0.0920761931773836
5.81,2.09,4.86,5.12,0.15927332376733477
0.57,20.02,3.22,1.04,0.008418241612563344
1.84,22.98,0.97,5.21,0.12593717654757478
5.49,1.07,3.77,4.92,0.11280937430947749
7.29,12.27,6.89,0.81,0.22018647891918505
9.11,21.18,5.7,4.93,0.7923398826945877
5.48,16.91,4.53,2.2,0.45959685335295675
5.73,6.51,3.58,1.76,0.3068766419267911
1.32,8.11,6.83,2.35,0.07812765559672312
7.51,4.46,3.45,0.78,0.21203142414439854
1.47,15.47,4.9,1.36,0.09202122038878614
4.8,21.6,1.48,0.21,0.0570853834234884
6.55,1.43,7.84,3.7,0.15805496037273056
4.76,10.81,4.63,0.63,0.17125615027047864
9.31,15.68,1.55,3.42,0.2842576291079812
5.88,4.67,4.87,0.43,0.11688911843857788
6.13,13.9,5.28,5.38,0.5149125174141329
8.52,24.52,7.81,4.66,0.7382576823332758
9.57,21.7,5.85,0.54,0.14679098594612447
0.59,20.96,3.97,4.91,0.010277159318807606
3.2,10.0,5.63,5.5,0.25060123161771747
0.97,21.55,6.36,1.96,0.04559659573744865
3.62,1.26,0.22,2.91,0.04034624413145536
1.05,4.93,6.79,3.47,0.05303226656242543
6.37,4.77,6.65,5.22,0.27113033347785315
5.28,22.82,6.77,4.41,0.4412639040779354
7.37,2.72,2.24,0.49,0.1331992279881486
9.7,14.97,1.97,3.03,0.3612822769953052
2.27,24.6,6.79,0.25,0.06795878978987206
9.48,18.05,0.75,4.06,0.13754401408450675
6.5,5.55,6.09,0.61,0.16581944708728655
4.95,0.35,7.75,4.53,0.07044355626983635
1.67,8.61,1.37,4.62,0.11035416966380675
0.68,21.03,7.54,4.09,0.018642288996906817
2.21,9.07,3.87,3.67,0.15985313270636362
6.72,13.9,2.88,5.36,0.5281690140845072
0.91,11.71,6.23,0.46,0.040019842618715946
7.08,20.51,5.32,0.18,0.048930328648709734
1.88,8.62,1.95,5.78,0.1296037664025792
6.55,7.49,7.44,4.47,0.365370601206871
2.92,9.53,1.68,5.83,0.22493510263268807
5.22,22.41,2.84,5.18,0.4357640192954292
0.63,24.55,7.31,2.24,0.013994994731296144
7.77,18.83,7.22,1.91,0.5192051539946185
4.71,21.64,6.25,2.42,0.38901499864412553
8.47,1.27,6.28,1.32,0.210776867266507
2.93,12.38,3.65,3.17,0.22585175009643826
5.49,8.36,1.48,4.63,0.2714201877934277
4.06,12.7,5.19,5.47,0.3294329135003073
7.1,1.23,6.72,5.94,0.16760803698951215
4.78,24.24,4.42,2.81,0.39543153089037986
3.38,16.47,1.92,0.72,0.19572131459482958
3.0,24.6,2.4,2.7,0.23226828234269634
1.12,6.59,0.48,3.4,0.05953847853428066
7.54,4.97,3.01,0.2,0.05436703183189572
8.41,19.52,0.6,2.25,0.11003521126760832
9.56,9.86,4.26,2.2,0.5402025461662221
6.0,24.46,7.98,4.67,0.5072625214680113
4.1,12.41,2.92,5.91,0.33309950335531174
7.11,11.28,0.2,3.17,0.03667840375586941
9.84,13.12,1.54,0.23,0.06252208660668067
3.61,22.96,7.97,5.68,0.28818377763151043
7.32,14.0,4.77,3.28,0.5718416207858563
7.1,10.53,5.39,0.82,0.22290483051078094
2.73,20.92,7.24,3.28,0.20751880082141813
6.02,10.8,3.78,5.33,0.4387009758036005
1.69,2.68,0.12,1.95,0.02200704225352142
1.56,5.58,0.19,1.44,0.034844483568075124
3.39,0.89,4.9,3.46,0.04236581803964206
1.06,14.92,7.99,5.67,0.05396172541554782
3.03,8.11,4.23,4.0,0.23501822473394948
7.52,6.22,2.64,1.92,0.3556216079935246
3.69,24.99,6.25,5.85,0.2955169573415186
6.96,10.22,3.18,2.98,0.4674100635065668
4.23,20.73,3.77,1.84,0.34501592038407536
7.77,21.38,3.42,4.04,0.6272007042253521
0.68,13.28,0.46,0.27,0.018642288996906772
6.17,7.65,5.97,5.39,0.3582213395170836
1.48,18.14,4.16,0.76,0.09293786785253716
6.55,15.28,4.17,5.57,0.557678131974319
5.26,24.76,4.12,0.78,0.21203142414439705
4.76,4.64,4.82,4.19,0.21458617284044235
4.74,2.53,3.8,0.58,0.14252082709152844
6.85,19.78,7.7,0.98,0.26639845597630263
5.37,14.23,7.39,3.8,0.449513731251695
1.54,10.97,5.27,4.23,0.09843775263504324
8.64,4.59,7.62,0.45,0.12232582162176338
9.84,21.46,5.32,4.44,0.8587826660062345
5.52,5.46,6.9,2.73,0.2659308704307349
6.99,16.36,2.63,1.53,0.4159077935140117
3.49,19.94,4.73,1.6,0.2771840080664976
8.2,1.46,5.62,2.69,0.20939236340900166
7.34,23.19,6.03,2.71,0.6300932816106533
1.59,20.18,3.74,0.54,0.1030209899537984
7.22,7.37,0.49,5.43,0.08986208920187755
4.88,7.1,5.76,5.33,0.29842751447522387
4.95,2.32,6.0,5.1,0.1413578438512244
1.17,20.43,6.2,2.15,0.06418577279989139
6.93,0.1,7.46,3.35,0.1217532692289587
6.24,16.65,4.53,5.15,0.5292620605980367
6.14,22.7,4.7,1.11,0.3017370266670302
9.14,17.07,5.62,5.91,0.725871573860156
0.84,10.77,1.99,3.82,0.033513630646860984
8.09,24.16,3.69,4.74,0.676716549295775
9.18,17.11,2.02,3.69,0.37045187793427237
9.7,24.69,5.17,5.33,0.8464220830558995
2.08,6.23,7.63,0.9,0.1479367156775999
1.99,10.57,4.76,3.66,0.13968688850384048
2.99,23.02,7.33,2.41,0.23135163487894547
4.4,17.59,5.34,2.36,0.3605989272678432
4.2,8.77,1.96,2.8,0.3085445176916371
6.9,18.57,6.25,2.31,0.5897607932056063
7.67,0.26,3.87,4.78,0.15005252807635383
6.34,11.9,5.19,5.45,0.4786431692982776
5.71,20.01,7.85,4.26,0.4806797450192308
5.78,1.03,3.06,3.44,0.12020262490855406
7.99,11.01,7.68,1.7,0.46211977057112386
7.47,10.53,3.94,4.83,0.49405731162304567
3.03,2.51,4.21,3.22,0.08914912682871476
7.99,24.21,0.54,3.59,0.09903169014084498
6.84,24.65,7.55,4.3,0.5842609084230989
5.27,4.12,3.13,3.55,0.21426120639999738
7.28,15.92,5.74,2.63,0.6140793426422966
7.3,3.68,1.38,1.06,0.2530809859154951
8.92,1.99,6.43,1.48,0.25040136766829013
4.74,22.91,4.73,1.34,0.3642591132737139
2.91,23.02,3.47,3.56,0.22401845516893693
4.65,9.52,1.86,4.15,0.34110915492957766
7.21,6.94,6.33,5.14,0.368945232051765
9.21,4.11,2.5,5.18,0.3355483549048264
4.2,11.21,6.8,2.09,0.3422659779928229
8.93,15.46,4.27,2.02,0.5491070215021486
2.51,15.64,3.63,5.47,0.18735255661889472
4.97,12.84,3.39,4.76,0.4128478327016529
4.31,6.81,6.91,3.62,0.26860232419696056
5.96,15.31,5.78,1.95,0.5035959316130075
0.91,9.45,0.6,3.18,0.040019842618715745
6.57,4.37,3.04,5.59,0.26449561693768797
4.48,20.08,7.42,5.85,0.3679321069778521
8.99,8.0,7.7,4.89,0.4612357011381138
8.39,0.48,7.64,4.69,0.17990243124415395
7.7,2.13,1.94,5.78,0.21828087817418332
5.06,10.01,6.74,0.62,0.16853779867888236
4.23,9.45,2.86,1.92,0.3255314275686836
2.18,4.41,5.16,5.52,0.11572013530354312
5.14,7.52,1.36,5.0,0.24941314553990723
9.72,8.79,2.4,3.65,0.44014084507042267
7.78,11.44,5.08,4.33,0.5337032173573243
9.61,4.21,7.98,2.41,0.3513316988803796
7.26,14.35,3.94,4.22,0.5771213360179114
4.02,3.24,3.96,3.18,0.1450433545852359
2.1,23.4,1.9,2.51,0.14977001060510184
1.63,13.44,2.53,2.99,0.10668757980880271
2.32,1.44,6.26,3.88,0.02957300239629943
3.47,1.28,6.94,1.1,0.05884141394394777
9.31,12.02,2.79,4.48,0.5116637323943661
8.78,9.33,3.32,2.66,0.4976319424679415
9.23,17.34,2.06,1.19,0.3234838393997798
2.38,6.66,1.92,3.99,0.17543613959013168
1.25,9.75,5.04,1.82,0.07162144362486839
6.61,1.71,3.19,1.74,0.1699616935472706
5.82,13.12,3.9,1.96,0.48277512034945136
1.46,18.59,7.05,5.67,0.09110457292503493
0.68,18.52,5.84,5.69,0.018642288996906817
2.6,18.58,0.53,3.82,0.09719776995305174
3.57,19.25,6.92,2.25,0.2845171877765072
5.3,3.02,3.39,2.23,0.17721649376059442
1.91,22.37,1.27,3.85,0.13235370879383215
8.91,22.81,6.37,1.14,0.3098920814418124
8.19,6.99,7.39,4.28,0.40241677541758847
7.87,2.22,4.7,4.94,0.22669866162781105
8.63,0.81,7.52,0.36,0.09786065729742134
6.18,17.37,0.95,0.38,0.10329736048060666
7.87,9.68,0.95,4.6,0.17422241784037587
8.51,14.73,1.37,0.19,0.05164868024030278
7.04,13.8,5.24,4.9,0.5543956052364579
4.4,3.2,7.53,3.32,0.15609221356036226
6.19,23.34,7.46,3.48,0.5246788232792811
3.05,24.93,5.48,2.51,0.2368515196614515
5.64,10.45,7.12,2.95,0.4132206109880309
8.25,21.02,6.61,4.36,0.7135082008119974
8.56,9.74,1.01,5.07,0.18522593896713677
5.03,3.27,1.01,1.04,0.17799181592079752
7.53,17.8,1.71,5.1,0.313600352112676
2.88,19.85,3.96,4.42,0.2212685127776833
3.88,8.74,6.75,0.31,0.08426889933943774
9.75,16.24,3.52,3.81,0.6455399061032866
1.32,12.9,7.88,1.49,0.078127655596723
7.25,10.93,5.25,1.31,0.3561040584989275
4.76,24.5,1.64,3.86,0.30076291079812206
5.8,14.17,4.96,3.06,0.4889295721929903
4.19,19.29,7.84,5.71,0.3413493305290718
9.0,4.04,7.32,5.28,0.32663215006249696
3.83,9.92,3.73,3.97,0.30835002183403354
2.68,0.67,1.22,2.7,0.012820505720492852
2.89,19.14,0.94,5.51,0.17238849765258232
8.96,22.73,5.94,0.73,0.19843966618642478
4.44,3.37,7.9,2.06,0.16291650880970504
5.89,19.51,7.37,4.56,0.4971793993667494
6.78,11.7,4.88,0.66,0.17941120504525934
8.85,13.64,0.42,5.53,0.0770246478873235
4.94,21.73,6.87,4.91,0.4100978903104004
0.71,6.25,7.02,5.4,0.02143066555627322
4.63,11.06,1.48,5.81,0.27142018779342714
2.21,4.85,5.32,1.53,0.12719777711235805
9.39,0.37,0.15,3.08,0.02750880281690157
4.93,4.17,4.01,2.53,0.20483717962709583
8.91,0.33,7.81,3.78,0.19034159032973882
1.6,1.26,4.35,1.49,0.001162983240303935
3.08,6.2,5.24,3.37,0.19812960349083558
0.87,13.21,6.35,0.58,0.03630200720622732
8.91,14.5,7.61,0.97,0.2636801043847049
9.94,16.14,4.58,3.14,0.7412516138839681
5.05,7.74,4.3,3.15,0.32392455771544953
7.28,24.9,2.49,5.28,0.45664612676056365
6.07,11.38,1.86,4.46,0.34110915492957755
9.05,5.96,1.49,4.21,0.2732541079812207
9.77,18.77,2.35,2.58,0.43097124413145543
3.9,21.32,6.19,3.57,0.31476655408029075
2.82,23.46,5.26,5.83,0.21576862799517746
5.84,20.55,6.52,2.09,0.4925961620479945
9.64,0.65,6.17,5.8,0.22409579437570232
3.46,16.24,4.54,4.59,0.27443406567524503
8.68,15.12,6.55,1.94,0.5273602087694094
2.36,10.82,5.45,1.2,0.17360284466262937
6.84,9.91,6.39,0.32,0.08698725093103156
6.71,16.28,7.53,4.31,0.5723444913943356
7.98,22.62,5.43,1.81,0.49202163807867644
8.71,18.71,3.45,4.29,0.6327024647887325
8.69,24.39,7.62,2.02,0.5491070215021596
4.27,2.83,2.06,5.31,0.13900418729346672
3.67,15.55,5.36,4.71,0.2936836624140169
1.91,7.69,3.64,2.25,0.13235370879383207
9.83,20.89,3.89,5.29,0.7133949530516434
3.54,19.67,1.87,4.66,0.2817672453852534
4.62,2.78,2.26,2.47,0.147865011981497
7.52,1.92,5.31,4.32,0.20523885183648907
6.57,19.04,1.51,3.56,0.2769219483568074
9.42,15.31,4.93,4.44,0.6983252335189991
3.4,17.54,7.34,0.16,0.04349362546552294
8.71,5.54,3.7,5.13,0.3717946658942983
8.26,22.31,7.53,2.74,0.7144248482757486
6.6,9.82,2.87,2.65,0.4427126140327549
7.46,12.59,6.53,4.5,0.5459021502979343
8.2,13.74,7.1,4.31,0.6062745462123018
5.57,18.89,0.4,0.26,0.07067714138146475
0.93,11.0,1.96,5.91,0.04187876032496004
5.47,16.59,2.3,2.0,0.42180164319248825
3.42,17.5,3.84,3.15,0.2707674758202404
5.96,19.24,0.81,4.68,0.14854753521126823
5.68,16.76,2.69,2.52,0.47792980262797746
2.39,24.48,4.03,5.98,0.17635278705388244
4.95,5.57,4.11,0.33,0.08970560252263296
9.06,20.48,5.83,3.7,0.7877566453758322
5.84,24.92,2.3,4.7,0.4218016431924884
5.86,24.4,6.64,5.99,0.49442945697549634
5.92,5.19,4.08,4.3,0.2701554341565186
7.77,0.11,4.09,1.49,0.14769887151859562
8.76,3.91,5.37,1.67,0.31464234665650637
3.63,23.52,2.0,0.66,0.17941120504526495
0.79,12.66,5.17,2.03,0.028866336381250378
6.93,1.62,6.87,4.92,0.17646886167754233
9.86,23.42,2.91,2.46,0.5336707746478878
7.49,3.44,2.58,0.8,0.2174681273275886
4.6,13.84,1.77,0.26,0.07067714138146242
7.22,0.6,7.79,1.41,0.14858495398739885
6.67,10.93,0.57,2.89,0.10453345070422525
5.22,21.38,5.89,0.57,0.15494604072090634
2.17,7.87,1.02,2.8,0.15618654285135697
9.84,12.91,5.96,4.13,0.648416370834371
8.51,5.47,6.06,5.3,0.3631830519006192
1.8,8.74,7.76,4.71,0.12227058669257007
2.9,14.14,3.29,2.99,0.22310180770518598
3.62,7.06,5.43,4.69,0.2426628537090384
8.75,3.97,6.6,1.6,0.31649758182556315
4.33,22.55,3.69,1.26,0.3425123005409531
1.68,11.88,6.13,5.98,0.11127081712755833
7.9,21.94,6.01,5.38,0.6814255395807105
0.86,23.26,3.23,5.54,0.035372548353105195
0.85,17.91,5.91,5.98,0.03444308949998305
7.71,9.63,4.5,2.26,0.47260952655368504
2.04,6.29,1.85,3.34,0.1442701258225956
9.07,22.83,0.53,0.57,0.09719776995305172
2.53,6.45,0.85,2.39,0.15588321596244134
5.92,14.5,4.39,2.1,0.4999293417580024
7.09,20.68,2.84,0.6,0.16310109549570262
3.03,3.52,3.79,1.02,0.12197073731364874
4.68,5.6,5.94,0.26,0.07067714138146272
5.59,4.32,0.11,5.23,0.0201731220657278
6.75,2.56,5.35,3.71,0.2048235006792376
4.79,10.54,7.11,1.55,0.3762626043636461
4.04,8.29,6.19,5.51,0.2901802907975327
8.51,19.96,7.9,4.21,0.737341034869525
7.54,24.57,0.16,3.84,0.029342723004695623
7.42,22.95,7.08,5.07,0.6374264613206599
9.46,13.48,0.15,0.17,0.027508802816901583
5.49,10.94,3.66,2.46,0.4175821148753809
9.19,9.04,6.86,5.43,0.5015315397532802
5.05,11.23,6.11,4.28,0.40403849754097915
3.35,2.65,2.19,0.87,0.10409758308917996
3.02,6.62,5.14,5.73,0.20501618857612466
6.89,23.17,6.29,4.39,0.5888441457418545
4.2,8.19,6.79,5.44,0.2952304531934114
4.57,0.33,6.36,1.78,0.05814916201519564
9.16,13.58,4.08,1.81,0.4920216380786694
3.12,19.93,3.65,1.06,0.24326805190770898
1.04,11.88,3.77,3.96,0.05210280770930352
4.76,3.67,4.11,5.45,0.18306442811728812
1.68,17.27,4.79,4.52,0.11127081712755794
1.59,23.55,5.01,5.1,0.1030209899537984
2.54,18.51,6.27,2.44,0.19010249901014792
3.9,16.48,0.84,4.44,0.15404929577464802
0.52,4.85,5.35,0.68,0.0037709473469527692
9.72,21.72,5.05,4.93,0.8482553779834013
8.89,6.56,6.81,1.25,0.3397939489493647
4.19,14.0,5.74,0.28,0.07611384456465593
2.98,15.25,2.92,4.67,0.23043498741519436
6.55,5.94,1.25,3.81,0.2292400234741784
4.56,4.31,2.68,1.89,0.19736295149686328
1.17,13.72,6.13,3.5,0.06418577279989124
8.28,3.28,3.54,3.7,0.27734381273533093
6.79,17.43,5.86,3.94,0.5796776711043445
1.03,17.41,5.83,5.96,0.051173348856181466
6.96,17.2,4.17,5.22,0.5952606779881119
9.97,19.5,4.94,0.57,0.15494604072091495
7.29,17.74,6.23,0.83,0.22562318210237853
6.57,7.46,6.11,1.52,0.3650456347664269
6.87,7.45,0.17,3.84,0.03117664319248834
1.22,16.52,7.41,5.82,0.06883306706550171
2.44,20.25,2.89,5.41,0.1809360243726377
7.9,1.94,3.32,2.09,0.21753324609113076
7.87,10.32,5.51,3.65,0.5002316739915008
9.76,23.45,3.48,4.37,0.638204225352113
8.31,22.48,0.64,1.88,0.11737089201877939
3.27,10.92,1.44,3.03,0.2570177638639747
6.67,12.48,5.36,0.49,0.13319922798815473
8.77,23.48,4.98,5.3,0.761173868927052
1.4,19.96,1.04,2.51,0.08556332642170038
3.31,14.68,2.48,3.86,0.2606843537189789
3.74,21.53,5.11,1.37,0.30010019466027404
3.43,21.2,3.15,3.26,0.2716841232839915
6.52,8.76,2.42,2.9,0.4056664398220374
2.23,7.18,0.59,1.89,0.10820129107981226
3.27,24.05,4.76,4.75,0.25701776386397457
0.55,2.75,6.53,3.78,0.0006944848468648142
1.99,10.18,4.36,5.08,0.13968688850384028
0.7,14.96,5.76,5.87,0.020501206703151056
8.09,6.98,5.71,4.6,0.39884214457269573
7.32,20.52,7.24,0.68,0.18484790822844333
1.14,19.93,2.09,0.45,0.06139739624052488
4.07,20.51,1.1,4.06,0.2017312206572771
8.47,21.62,6.07,1.53,0.41590779351401247
5.28,4.69,2.32,3.14,0.23310925994580114
7.38,2.46,2.44,5.57,0.2204130141147396
4.35,23.48,7.93,3.21,0.3560156899490878
2.95,19.79,1.36,1.59,0.22768504502394118
7.87,10.9,1.69,3.94,0.30993251173708986
7.35,3.21,2.29,1.41,0.24649706679012742
3.86,19.11,5.74,4.01,0.31109996422528435
1.55,10.32,0.69,4.53,0.09935440009879425
7.9,14.4,0.81,5.35,0.14854753521126793
9.66,5.14,5.67,5.07,0.3863319563980967
5.44,8.15,3.88,3.12,0.3507471113868514
4.07,23.25,5.98,1.52,0.3303495609640583
5.9,17.25,1.21,2.21,0.22190434272300463
9.06,14.22,1.81,0.82,0.22290483051077803
5.23,13.74,2.74,3.82,0.4366806667591804
0.78,3.71,4.42,0.46,0.027936877528128155
8.82,3.64,5.42,2.41,0.30675067466873013
4.06,19.15,4.05,4.38,0.3294329135003073
5.1,14.86,6.11,3.68,0.42476424973041677
6.19,19.75,7.6,2.32,0.5246788232792811
5.81,2.25,2.93,2.53,0.16503285981455415
8.37,12.88,5.88,0.21,0.05708538342350247
4.7,22.54,1.87,0.29,0.07883219615625005
4.39,17.64,3.69,2.81,0.3596822798040923
6.73,6.43,6.04,1.0,0.27183515915948414
4.02,16.43,6.64,4.77,0.3257663236453036
7.24,9.04,1.07,1.38,0.19622946009389725
8.66,21.45,7.62,0.55,0.149509337537716
5.41,16.25,5.71,3.9,0.45318032110669876
7.72,9.05,1.52,1.31,0.27875586854460094
6.32,22.37,6.73,1.59,0.4322179030635811
1.43,4.91,7.77,3.34,0.08835170298106672
1.91,21.03,3.22,5.41,0.13235370879383213
2.68,9.89,4.09,5.37,0.2029355635026628
8.7,14.4,1.85,2.48,0.3392752347417843
9.76,15.23,6.27,2.75,0.7120984036895771
5.37,10.78,5.65,5.12,0.408400001428329
5.12,12.07,2.79,1.14,0.30989208144181796
9.4,7.97,6.43,4.32,0.4735844258750197
7.93,23.43,5.02,5.4,0.6841754819719639
1.76,15.71,6.2,1.7,0.1186039968375663
7.43,19.48,6.67,1.95,0.5300785603609951
6.85,7.68,5.94,2.83,0.3812939567886706
6.02,10.45,1.38,1.15,0.2530809859154932
0.87,15.49,6.8,0.22,0.03630200720622716
0.76,11.49,5.93,1.03,0.026077959821883878
2.79,5.88,3.25,1.43,0.17746984823496828
3.59,18.24,4.93,0.58,0.1576643923125087
6.41,11.98,7.48,1.81,0.48369333169415607
7.29,18.3,1.85,5.43,0.33927523474178545
4.96,17.0,1.25,1.62,0.2292400234741785
5.9,8.04,4.05,2.31,0.36212093680242224
6.44,12.23,0.14,3.93,0.025674882629107634
4.28,8.61,0.84,1.4,0.1540492957746479
2.32,23.39,3.52,0.35,0.09514230570582011
1.47,2.07,4.75,1.2,0.024155838739736903
5.04,9.31,6.45,1.99,0.35950524732277644
4.64,18.06,3.52,4.78,0.38259846639786876
6.65,10.32,4.08,5.81,0.4566060970253527
6.65,22.63,1.51,2.95,0.27692194835680906
9.1,8.13,7.74,0.67,0.18212955663684408
9.04,11.19,0.68,5.29,0.12470657276995369
2.59,0.65,1.17,3.99,0.009359246076731394
9.78,2.88,3.75,1.17,0.3086335999149364
7.48,3.04,1.99,1.26,0.24433724077242058
5.57,21.84,4.14,0.44,0.11960747003017651
5.68,19.96,1.14,0.53,0.14407263435452566
1.96,18.68,4.77,3.29,0.13693694611258753
2.57,8.37,7.73,1.52,0.19285244140140134
9.03,14.56,1.07,2.86,0.19622946009389694
9.49,10.52,6.92,1.61,0.4376546062467694
5.75,21.11,7.37,2.97,0.4843463348742352
6.43,0.17,2.1,1.74,0.10904352381706543
1.03,7.06,2.64,5.82,0.05117334885618132
6.72,10.71,7.91,1.0,0.2718351591594839
4.81,16.21,0.54,4.33,0.09903169014084477
1.09,3.59,1.36,5.58,0.04629462196175984
6.86,16.42,4.49,1.83,0.49745834126185146
6.25,10.31,1.25,4.17,0.2292400234741786
1.38,4.85,6.56,3.99,0.08370440871545595
6.35,10.51,3.23,4.17,0.4471944307421238
7.43,12.8,7.76,5.74,0.5493454428405787
4.18,20.53,4.39,3.12,0.3404326830653205
0.64,14.39,7.21,4.7,0.014924453584418252
7.88,4.08,2.93,1.48,0.2939578590253866
3.23,14.53,2.98,3.41,0.25335117400897067
4.44,7.24,0.85,5.36,0.15588321596244162
7.3,0.48,1.89,5.83,0.1467020287411925
8.11,14.21,1.97,0.18,0.04893032864870869
1.92,17.8,1.32,3.29,0.13327035625758302
0.9,19.19,4.72,0.61,0.03909038376559371
8.5,13.72,7.38,5.51,0.6195886107105277
9.21,2.04,1.06,5.93,0.19439553990610406
4.93,6.03,6.18,1.66,0.265280937549845
7.3,20.95,6.3,1.72,0.4675564737543133
4.08,10.39,3.98,1.09,0.29630032348383784
4.58,12.82,4.3,4.94,0.37709858161536175
5.22,5.85,5.34,4.8,0.2688555683947388
3.26,16.17,1.26,2.12,0.23107394366197187
9.1,22.79,4.65,4.24,0.7914232352308362
8.55,23.97,3.97,3.41,0.7280663145539913
4.21,1.89,3.44,4.76,0.1033393679241468
8.07,22.32,0.51,3.21,0.09352992957746464
1.16,5.1,7.21,3.03,0.06325631394676924
7.61,1.7,3.39,4.08,0.20006080740942195
1.42,8.21,0.61,3.94,0.08742224412794444
9.71,20.69,7.8,5.09,0.835138723880076
8.57,14.47,4.19,2.5,0.6400188131302187
8.2,4.63,0.54,5.69,0.09903169014084542
7.01,20.47,2.04,4.65,0.37411971830985924
8.06,6.31,0.43,1.3,0.07885856807511739
2.09,1.72,5.84,2.34,0.03264660095995972
8.86,6.38,3.68,3.87,0.4043665740602582
8.79,13.16,3.05,5.22,0.5593456572769954
3.17,2.08,3.62,4.73,0.07850136872051362
2.94,7.04,3.58,2.21,0.21098456231670848
7.39,16.08,6.1,4.94,0.6228023504169958
9.24,10.83,7.88,1.37,0.37241416804850047
7.17,13.4,6.55,2.91,0.5511818655299892
7.86,23.26,5.89,4.68,0.6777589497257063
0.77,5.2,7.8,4.19,0.027007418675005973
5.66,9.24,0.45,2.28,0.08252640845070437
5.04,5.37,1.47,3.1,0.24740778332537608
5.9,6.07,4.74,5.41,0.29810254803477904
4.78,21.45,7.43,0.65,0.17669285345366542
1.05,11.95,4.75,2.61,0.05303226656242569
3.33,16.06,0.12,5.81,0.02200704225352111
2.4,22.94,0.96,1.5,0.176056338028169
2.43,24.9,0.14,3.87,0.02567488262910799
8.71,16.84,2.97,5.75,0.5446742957746482
8.95,10.91,4.63,5.81,0.5545010695457973
9.83,11.3,6.79,1.88,0.5110500992198235
3.78,4.2,1.75,3.98,0.1684409382972679
5.16,5.86,3.28,2.3,0.26723073619251453
9.87,21.35,3.16,5.49,0.5795187793427229
3.49,16.73,7.74,2.4,0.2771840080664961
6.83,7.47,2.2,3.49,0.3738197286584383
9.79,11.38,7.51,5.49,0.5970716732440777
2.61,10.11,5.18,3.16,0.19651903125640527
1.05,24.84,6.05,2.68,0.05303226656242577
6.22,2.28,4.01,5.59,0.1786009976180996
8.98,8.5,4.3,4.21,0.47715905671991365
3.47,1.72,4.09,3.65,0.07468013807380072
5.46,7.42,2.28,5.23,0.3276744941152644
1.54,12.44,7.63,3.79,0.09843775263504324
7.2,10.84,0.26,3.91,0.04768192488262935
6.36,2.85,3.75,5.5,0.20338361666743207
2.13,11.58,3.74,4.88,0.15251995299635548
8.26,19.01,2.99,0.53,0.14407263435453088
3.56,17.03,5.65,5.79,0.28360054031275544
4.59,15.85,4.36,0.99,0.2691168075678939
4.67,13.67,7.61,2.26,0.3853484087891218
9.8,13.6,2.02,1.23,0.33435724576617193
1.5,11.38,0.27,2.73,0.049515845070422566
9.89,16.79,6.1,0.8,0.2174681273275847
4.78,7.23,7.16,1.17,0.2994024137965585
4.64,14.74,4.16,5.0,0.3825984663978685
2.39,9.5,6.36,3.22,0.17635278705388244
4.08,0.83,6.05,5.84,0.06122276057885547
6.24,21.43,4.18,1.47,0.3995976839644474
6.98,24.7,4.13,2.62,0.5970939729156141
2.94,11.97,7.0,0.35,0.09514230570581705
9.78,24.83,4.82,2.06,0.5599804278685483
2.31,6.98,0.5,2.9,0.09169600938967162
0.67,17.99,3.04,1.28,0.017712830143784598
5.49,24.35,5.59,3.0,0.46051350081670755
7.79,18.46,7.14,1.31,0.3561040584989318
